11.25	-14.05614509	-12.9524596
15	-17.89397988	-17.04687235
18.75	-21.33657506	-21.0096632
22.5	-24.40260036	-24.8308227
26.25	-27.11147602	-28.50178825
30	-29.48315287	-32.01541413
33.75	-31.53792988	-35.36604902
37.5	-33.29623745	-38.54942837
41.25	-34.77845834	-41.56264536
45	-36.00476046	-44.40410209
48.75	-36.99495502	-47.0735084
52.5	-37.76831656	-49.57154661
56.25	-38.34351357	-51.90003763
60	-38.73849273	-54.06175438
63.75	-38.97038461	-56.06019897
67.5	-39.05545965	-57.89960051
71.25	-39.00907651	-59.5847352
75	-38.84567288	-61.12100054
78.75	-38.57873465	-62.51416442
82.5	-38.22078409	-63.77006896
86.25	-37.78343536	-64.8951302
90	-37.27736351	-65.89552741
93.75	-36.71237846	-66.77786099
97.5	-36.09742424	-67.54843997
101.25	-35.4406441	-68.21379819
105	-34.74940393	-68.78009701
108.75	-34.03035016	-69.25335564
112.5	-33.28945706	-69.64008005
116.25	-32.53206041	-69.94545303
120	-31.76291644	-70.17547864
123.75	-30.98623812	-70.33559412
127.5	-30.20575598	-70.43041379
131.25	-29.42472467	-70.46551229
135	-28.64600963	-70.44509963
138.75	-27.87209302	-70.3735928
142.5	-27.10511433	-70.25523183
146.25	-26.34690461	-70.09403307
150	-25.59903844	-69.89339644
153.75	-24.86280651	-69.65722321
157.5	-24.13933993	-69.38809152
161.25	-23.42949666	-69.08969475
165	-22.73401387	-68.76460494
168.75	-22.05347218	-68.41528314
172.5	-21.38829603	-68.0442992
176.25	-20.73877366	-67.65423265
180	-20.10516495	-67.24653099
183.75	-19.48755239	-66.82357957
187.5	-18.88596781	-66.38723425
191.25	-18.30043584	-65.9385371
195	-17.73078337	-65.47994304
198.75	-17.17692694	-65.0122396
202.5	-16.63864418	-64.53713383
206.25	-16.11574617	-64.05550452
210	-15.60796886	-63.56859536
213.75	-15.11504695	-63.07732397
217.5	-14.63667271	-62.58273737
221.25	-14.17253594	-62.08567105
225	-13.72232492	-61.58679054
228.75	-13.2857263	-61.08663313
232.5	-12.86237248	-60.58609761
236.25	-12.45188448	-60.08607157
240	-12.05397898	-59.58654573
243.75	-11.66825573	-59.08846321
247.5	-11.29440976	-58.5919223
251.25	-10.93206406	-58.09760288
255	-10.58094107	-57.60535933
258.75	-10.24068448	-57.11569627
262.5	-9.910910231	-56.62933876
266.25	-9.591333657	-56.1462318
270	-9.281575412	-55.66708988
273.75	-8.981495848	-55.19079063
277.5	-8.690578329	-54.71916857
281.25	-8.408685282	-54.25116434
285	-8.13542801	-53.78768426
288.75	-7.870593123	-53.32834056
292.5	-7.613925896	-52.87310754
296.25	-7.36512295	-52.42236395
300	-7.123824877	-51.97693525
303.75	-6.889939989	-51.53571951
307.5	-6.663162569	-51.09923836
311.25	-6.443293216	-50.66727932
315	-6.230072024	-50.24011307
318.75	-6.02326011	-49.81789838
322.5	-5.822639884	-49.40068277
326.25	-5.628015271	-48.98840312
330	-5.439305892	-48.58022368
333.75	-5.2561728	-48.17717828
337.5	-5.078480628	-47.77890008
341.25	-4.906017284	-47.38560125
345	-4.738586422	-46.99741929
348.75	-4.576211322	-46.61300833
352.5	-4.418529743	-46.2337331
356.25	-4.265392782	-45.85950938
360	-4.116773993	-45.4894498
363.75	-3.972452605	-45.12403695
367.5	-3.832327107	-44.76296771
371.25	-3.696200371	-44.40662188
375	-3.563997595	-44.05457708
378.75	-3.435545138	-43.70711134
382.5	-3.310678669	-43.36446494
386.25	-3.18947834	-43.02526137
390	-3.071569321	-42.691211
393.75	-2.957056358	-42.36082845
397.5	-2.845698873	-42.0349688
401.25	-2.737506775	-41.71283654
405	-2.632379728	-41.39439757
408.75	-2.530099285	-41.08042245
412.5	-2.430578103	-40.77082982
416.25	-2.333867683	-40.46464312
420	-2.239902764	-40.16168208
423.75	-2.148360244	-39.86348241
427.5	-2.059317415	-39.56895864
431.25	-1.972729944	-39.27784785
435	-1.888561894	-38.98985092
438.75	-1.806506749	-38.70645507
442.5	-1.726676847	-38.42642163
446.25	-1.64905642	-38.14936954
450	-1.573493697	-37.87581936
453.75	-1.499984475	-37.60534437
457.5	-1.42823806	-37.33939267
461.25	-1.358554587	-37.0755901
465	-1.290653031	-36.8153482
468.75	-1.224551682	-36.55814939
472.5	-1.160123135	-36.30443114
476.25	-1.097396614	-36.05363054
480	-1.036252419	-35.80615762
483.75	-0.976730523	-35.56140417
487.5	-0.918878554	-35.31872579
491.25	-0.862267636	-35.08055003
495	-0.807272362	-34.84415108
498.75	-0.753629349	-34.61091116
502.5	-0.701402335	-34.38012219
506.25	-0.650494854	-34.15211206
510	-0.60081158	-33.92720866
513.75	-0.5524291	-33.70464935
517.5	-0.505258973	-33.48473473
521.25	-0.459213789	-33.26776547
525	-0.414382687	-33.05292424
528.75	-0.370684951	-32.84048436
532.5	-0.328040794	-32.63071927
536.25	-0.286371319	-32.42390254
540	-0.245962332	-32.21799785
543.75	-0.206379169	-32.01555217
547.5	-0.167730536	-31.81566604
551.25	-0.130132304	-31.61740305
555	-0.09351918	-31.42098195
558.75	-0.05763673	-31.22782329
562.5	-0.022799291	-31.03575228
566.25	0.011244581	-30.84618053
570	0.04455737	-30.65932761
573.75	0.07700464	-30.47417415
577.5	0.108642804	-30.29091197
581.25	0.139527678	-30.10973311
585	0.169714497	-29.93082988
588.75	0.199055186	-29.75311767
592.5	0.227803397	-29.57804744
596.25	0.255806755	-29.40451608
600	0.283113509	-29.23268834
603.75	0.309771409	-29.06272922
607.5	0.335827725	-28.89480397
611.25	0.361329273	-28.72907812
